Raw_Title,Raw_Price,Raw_Mileage,Raw_Metadata,Colour,Condition,Engine/Motor Capacity,Fuel Type,Manufacturer,Mileage,Model,Model Year,Power,Register Year,Transmission,Vehicle Type
Suzuki Celerio 2015,"Rs: 4,350,000",km Find,"2026-02-13 | Nawala 97,000",black,Used,1000,Petrol,Suzuki,97000,Celerio,2015,1000,2015,Automatic,Car(Hatchback)
Proton Wira 2005,"Rs: 2,200,000",km Find,"2026-02-13 | Piliyandala 225,000",gold,Used,1300,Petrol,Proton,225000,Wira,2005,1300,2007,Manual,Car(Sedan)
Toyota Aqua 2014,"Rs: 7,100,000",km Find,"2026-02-13 | Adampan 1,490",red,Used,1490,Hybrid,Toyota,1490,Aqua,2014,1490,2014,Automatic,Car(Hatchback)
Suzuki Spacia 2015,"Rs: 6,250,000",km Find,"2026-02-13 | Nugegoda 93,000",white,Used,660,Petrol,Suzuki,93000,Spacia,2015,660,2018,Automatic,Car(Saloon)
Toyota Axio 2017,"Rs: 12,000,000",km Find,"2026-02-13 | Rajagiriya 104,500",white,Used,1500,Petrol,Toyota,104500,Axio,2017,1500,2017,Automatic,Car(Hatchback)
KIA Optima 2009,"Rs: 4,600,000",km Find,"2026-02-13 | Kochchikade 246,000",other,Used,2000,Petrol,KIA,246000,Optima,2009,2000,2009,Automatic,Car(Saloon)
Honda Fit 2013,"Rs: 6,950,000",km Find,"2026-02-13 | Kandy 118,000",yellow,Used,1500,Petrol,Honda,118000,Fit,2013,1500,2013,Automatic,Car(Hatchback)
Perodua Viva 2013,"Rs: 4,575,000",km Find,"2026-02-13 | Colombo Fort (Colombo 01) 138,000",purple,Used,1000,Petrol,Perodua,138000,Viva,2013,1000,2013,Automatic,Car(Hatchback)
Toyota Prius 2014,"Rs: 9,500,000",km Find,"2026-02-13 | Nugegoda 134,000",silver,Used,1800,Hybrid,Toyota,134000,Prius,2014,1800,2015,Automatic,Car(Liftback)
Toyota Corolla 2008,"Rs: 7,000,000",km Find,"2026-02-13 | Yakkala 158,000",blue,Used,1490,Petrol,Toyota,158000,Corolla,2008,1490,2011,Automatic,Car(Sedan)
Mercedes Benz S Class 2010,"Rs: 21,500,000",km Find,"2026-02-13 | Kirulapone 98,000",black,Used,3000,Petrol,Mercedes Benz,98000,S Class,2010,3000,2011,Automatic,Car(Sedan)
Toyota Yaris 2023,"Rs: 8,300,000",,2026-02-12 | Kandana Find Out More,white,Brand New,1200,Petrol,Toyota,0,Yaris,2023,1200,Ref:,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,600,000",km Find,"2026-02-12 | Akarawita 95,000",blue,Used,650,Petrol,Suzuki,95000,Alto,2015,650,2015,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2025,"Rs: 6,375,000",km Find,2026-02-12 | Gampaha 35,beige,Brand New,650,Petrol,Suzuki,35,Alto,2025,650,Ref:,Automatic,Car(Hatchback)
Ford Fiesta 2011,"Rs: 5,100,000",km Find,"2026-02-12 | Adampan 217,000",gray,Used,1400,Petrol,Ford,217000,Fiesta,2011,1400,2012,Automatic,Car(Sedan)
Toyota Aqua 2013,"Rs: 7,600,000",km Find,"2026-02-12 | Adampan 132,000",white,Used,1490,Hybrid,Toyota,132000,Aqua,2013,1490,2015,Automatic,Car(Liftback)
Suzuki Wagon R 2018,"Rs: 6,550,000",km Find,"2026-02-12 | Kurunegala 94,000",white,Used,650,Petrol,Suzuki,94000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Nissan Dayz 2017,"Rs: 5,775,000",km Find,"2026-02-12 | Rajagiriya 115,500",silver,Reconditioned,660,Petrol,Nissan,115500,Dayz,2017,660,2019,Automatic,Car(Station wagon)
Suzuki Estilo 2011,"Rs: 3,990,000",km Find,"2026-02-12 | Adampan 150,000",brown,Used,1000,Petrol,Suzuki,150000,Estilo,2011,1000,2012,Manual,Car(Hatchback)
Toyota Axio 2007,"Rs: 6,875,000",km Find,"2026-02-12 | Kirillawala 180,000",silver,Used,1496,Petrol,Toyota,180000,Axio,2007,1496,2010,Automatic,Car(Sedan)
Suzuki Swift 2004,"Rs: 4,200,000",km Find,"2026-02-12 | Kirulapone 134,000",silver,Used,1000,Petrol,Suzuki,134000,Swift,2004,1000,2008,Automatic,Car(Hatchback)
BMW 5 Series 1998,"Rs: 4,800,000",km Find,"2026-02-12 | Dehiwala 174,500",red,Used,000,Petrol,BMW,174500,5 Series,1998,000,1998,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Vitz 2013,"Rs: 6,100,000",km Find,"2026-02-12 | Kandy 112,450",white,Used,1000,Petrol,Toyota,112450,Vitz,2013,1000,2014,Automatic,Car(Hatchback)
Daihatsu Mira 2024,"Rs: 6,900,000",,2026-02-12 | Ratmalana Find Out More,blue,Brand New,660,Petrol,Daihatsu,0,Mira,2024,660,Ref:,Automatic,Car()
Toyota Prius 2016,"Rs: 12,990,000",km Find,"2026-02-12 | Panadura 117,000",white,Used,1800,Hybrid,Toyota,117000,Prius,2016,1800,2016,Automatic,Car(Liftback)
Toyota Prius 2012,"Rs: 8,950,000",km Find,"2026-02-21 | Horana 142,000",purple,Used,1800,Hybrid,Toyota,142000,Prius,2012,1800,2014,Automatic,Car(Hatchback)
Toyota Premio 2010,"Rs: 8,990,000",km Find,"2026-02-12 | Kandy 118,000",gray,Used,1500,Petrol,Toyota,118000,Premio,2010,1500,2011,Automatic,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 6,000,000",km Find,"2026-02-12 | Negombo 160,000",white,Used,000,Petrol,Suzuki,160000,Wagon R,2017,000,2017,Automatic,Car()
Chevrolet Cruze 2004,"Rs: 4,000,000",km Find,"2026-02-12 | Nittambuwa 142,000",blue,Used,1430,Petrol,Chevrolet,142000,Cruze,2004,1430,2007,Automatic,Car(Hatchback)
Mercedes Benz E Class 2018,"Rs: 32,500,000",km Find,"2026-02-11 | Kohuwala 18,000",red,Used,2000,Petrol,Mercedes Benz,18000,E Class,2018,2000,2018,Automatic,Car(Sports)
Nissan March 1999,"Rs: 2,900,000",km Find,"2026-02-11 | Kadawatha 225,000",silver,Used,1000,Petrol,Nissan,225000,March,1999,1000,2000,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Aqua 2015,"Rs: 7,800,000",km Find,"2026-02-11 | Baddegama 150,000",white,Used,1496,Hybrid,Toyota,150000,Aqua,2015,1496,2015,Automatic,Car(Convertible)
Toyota Aqua 2012,"Rs: 6,400,000",km Find,2026-02-11 | Malabe 290,blue,Used,1497,Hybrid,Toyota,290,Aqua,2012,1497,2014,Automatic,Car(Hatchback)
Daihatsu Mira 2023,"Rs: 6,900,000",km Find,"2026-02-11 | Negombo 5,000",black,Reconditioned,660,Petrol,Daihatsu,5000,Mira,2023,660,2026,Automatic,Car()
Toyota Vitz 2009,"Rs: 5,690,000",km Find,"2026-02-11 | Malabe 112,630",green,Used,1000,Petrol,Toyota,112630,Vitz,2009,1000,2011,Automatic,Car(Hatchback)
Suzuki Hustler 2024,"Rs: 8,750,000",km Find,"2026-02-11 | Mawathagama 3,000",white,Reconditioned,658,Petrol,Suzuki,3000,Hustler,2024,658,2024,Automatic,Car(Sports)
Suzuki Wagon R 2017,"Rs: 6,375,000",km Find,"2026-02-11 | Kirillawala 60,000",white,Used,996,Petrol,Suzuki,60000,Wagon R,2017,996,2017,Automatic,Car(Hatchback)
BMW 7 Series 2017,"Rs: 36,500,000",km Find,"2026-02-11 | Kohuwala 45,000",silver,Used,2000,Petrol,BMW,45000,7 Series,2017,2000,2017,Automatic,Car(Saloon)
BMW 740Le 2017,"Rs: 43,500,000",km Find,"2026-02-11 | Kohuwala 18,000",white,Used,2000,Petrol,BMW,18000,740Le,2017,2000,2017,Automatic,Car(Saloon)
Suzuki Wagon R 2018,"Rs: 6,975,000",km Find,"2026-02-11 | Pannala 72,000",white,Used,650,Petrol,Suzuki,72000,Wagon R,2018,650,2018,Automatic,Car(Convertible)
Suzuki Maruti 2006,"Rs: 1,990,000",km Find,"2026-02-11 | Minuwangoda 84,585",blue,Used,800,Petrol,Suzuki,84585,Maruti,2006,800,2006,Manual,Car(Hatchback)
Toyota Corolla 2023,"Rs: 17,350,000",km Find,"2026-02-11 | Gampaha 3,150",red,Reconditioned,1500,Petrol,Toyota,3150,Corolla,2023,1500,2024,Automatic,Car(Saloon)
Toyota Corolla 2019,"Rs: 13,000,000",km Find,"2026-02-11 | Homagama 93,000",red,Used,1490,Hybrid,Toyota,93000,Corolla,2019,1490,2019,Automatic,Car(Sedan)
Suzuki Wagon R 2018,"Rs: 6,650,000",km Find,"2026-02-11 | Kandy 96,000",white,Used,650,Petrol,Suzuki,96000,Wagon R,2018,650,2018,Automatic,Car(Station wagon)
Mercedes Benz E200 2010,"Rs: 13,700,000",km Find,"2026-02-11 | Moratuwa 107,000",maroon,Used,1797,Petrol,Mercedes Benz,107000,E200,2010,1797,2010,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Yaris 2024,"Rs: 9,550,000",km Find,"2026-02-11 | Gampaha 11,500",black,Reconditioned,1200,Petrol,Toyota,11500,Yaris,2024,1200,2025,Automatic,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 9,350,000",,2026-02-11 | Gampaha Find Out More,white,Brand New,660,Petrol,Suzuki,0,Wagon R,2025,660,Ref:,Automatic,Car(Hatchback)
Mercedes Benz C200 2008,"Rs: 10,500,000",km Find,"2026-02-11 | Moratuwa 163,000",white,Used,1800,Petrol,Mercedes Benz,163000,C200,2008,1800,2011,Automatic,Car(Saloon)
Suzuki Wagon R 2024,"Rs: 7,650,000",km Find,"2026-02-11 | Yakkala 2,000",white,Reconditioned,650,Petrol,Suzuki,2000,Wagon R,2024,650,2026,Automatic,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 7,750,000",km Find,"2026-02-11 | Yakkala 1,300",white,Reconditioned,650,Petrol,Suzuki,1300,Wagon R,2025,650,2026,Automatic,Car(Hatchback)
Honda Grace 2015,"Rs: 8,900,000",km Find,"2026-02-11 | Bambalapitiya (Colombo 04) 141,800",maroon,Used,1500,Hybrid,Honda,141800,Grace,2015,1500,2015,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 7,150,000",km Find,"2026-02-11 | Horana 75,000",white,Used,650,Hybrid,Suzuki,75000,Wagon R,2018,650,2018,Automatic,Car()
Daihatsu Mira 2024,"Rs: 6,590,000",,2026-02-11 | Nittambuwa Find Out More,silver,Brand New,650,Petrol,Daihatsu,0,Mira,2024,650,Ref:,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Swift 2003,"Rs: 3,900,000",km Find,"2026-02-11 | Dehiwala 68,000",silver,Used,1300,Petrol,Suzuki,68000,Swift,2003,1300,2006,Manual,Car(Liftback)
Mitsubishi Galant 1999,"Rs: 3,350,000",km Find,"2026-02-11 | Minuwangoda 180,000",black,Used,2000,Petrol,Mitsubishi,180000,Galant,1999,2000,1999,Manual,Car(Sedan)
Maruti Estilo 2011,"Rs: 3,700,000",km Find,"2026-02-11 | Watinapaha 64,384",silver,Used,1000,Petrol,Maruti,64384,Estilo,2011,1000,2012,Manual,Car(Hatchback)
Toyota Yaris 2023,"Rs: 9,720,000",,2026-02-11 | Horana Find Out More,black,Brand New,1000,Petrol,Toyota,0,Yaris,2023,1000,Ref:,Automatic,Car()
Suzuki Wagon R 2024,"Rs: 7,500,000",,2026-02-11 | Negombo Find Out More,gray,Brand New,650,Petrol,Suzuki,0,Wagon R,2024,650,2024,Automatic,Car(Hatchback)
Toyota Aqua 2012,"Rs: 6,790,000",km Find,"2026-02-11 | Nittambuwa 112,000",orange,Used,1490,Hybrid,Toyota,112000,Aqua,2012,1490,2012,Automatic,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 8,390,000",,2026-02-11 | Nittambuwa Find Out More,black,Brand New,650,Hybrid,Suzuki,0,Wagon R,2025,650,Ref:,Automatic,Car(Station wagon)
Nissan B11 1983,"Rs: 780,000",km Find,"2026-02-11 | Matugama 256,897",white,Used,1300,Petrol,Nissan,256897,B11,1983,1300,1983,Manual,Car(Sedan)
Suzuki Celerio 2016,"Rs: 4,575,000",km Find,"2026-02-11 | Kadawatha 150,000",yellow,Used,996,Petrol,Suzuki,150000,Celerio,2016,996,2016,Automatic,Car(Liftback)
Suzuki Hustler 2024,"Rs: 7,900,000",,2026-02-11 | Kelaniya Find Out More,white,Brand New,999,Petrol,Suzuki,0,Hustler,2024,999,2025,Automatic,Car(Hatchback)
Toyota Yaris 2023,"Rs: 7,850,000",km Find,"2026-02-11 | Kotte 76,000",white,Reconditioned,1000,Petrol,Toyota,76000,Yaris,2023,1000,2023,Automatic,Car(Hatchback)
Toyota Allion 2003,"Rs: 6,800,000",km Find,"2026-02-11 | Panadura 151,000",silver,Used,1500,Petrol,Toyota,151000,Allion,2003,1500,2003,Automatic,Car(Saloon)
Suzuki Swift 2018,"Rs: 9,650,000",km Find,"2026-02-11 | Ratmalana 83,000",red,Used,1240,Hybrid,Suzuki,83000,Swift,2018,1240,2019,Automatic,Car(Hatchback)
Nissan Sunny 2002,"Rs: 4,000,000",km Find,"2026-02-11 | Kotikawatta 139,896",white,Used,1299,Petrol,Nissan,139896,Sunny,2002,1299,2005,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Peugeot 306 1999,"Rs: 1,275,000",,2026-02-11 | Pilimatalawa Find Out More,black,Used,1300,Petrol,Peugeot,0,306,1999,1300,1999,Manual,Car()
Suzuki Wagon R 2024,"Rs: 7,500,000",km Find,"2026-02-11 | Negombo 1,700",black,Brand New,650,Petrol,Suzuki,1700,Wagon R,2024,650,2024,Automatic,Car(Hatchback)
Suzuki Wagon R 2024,"Rs: 7,500,000",km Find,"2026-02-11 | Negombo 1,700",white,Brand New,650,Petrol,Suzuki,1700,Wagon R,2024,650,2024,Automatic,Car(Hatchback)
Suzuki Wagon R 2024,"Rs: 7,500,000",km Find,2026-02-11 | Negombo 650,other,Brand New,650,Petrol,Suzuki,650,Wagon R,2024,650,2024,Automatic,Car(Hatchback)
Toyota Corolla 2007,"Rs: 6,500,000",km Find,"2026-02-11 | Rajagiriya 200,000",gray,Used,1600,Petrol,Toyota,200000,Corolla,2007,1600,2007,Automatic,Car(Saloon)
Honda Civic 2018,"Rs: 12,000,000",km Find,"2026-02-11 | Ja-Ela 105,000",blue,Used,1000,Petrol,Honda,105000,Civic,2018,1000,2018,Automatic,Car(Hatchback)
Suzuki Wagon R 2023,"Rs: 7,450,000",km Find,"2026-02-11 | Gampaha 11,895",blue,Reconditioned,650,Petrol,Suzuki,11895,Wagon R,2023,650,2026,Automatic,Car(Hatchback)
Honda Civic 2018,"Rs: 11,200,000",km Find,"2026-02-11 | Alutgama 95,000",gray,Used,1000,Petrol,Honda,95000,Civic,2018,1000,2018,Automatic,Car(Hatchback)
Toyota Yaris 2024,"Rs: 9,400,000",,2026-02-11 | Kelaniya Find Out More,white,Brand New,999,Petrol,Toyota,0,Yaris,2024,999,2025,Automatic,Car(Hatchback)
Toyota Yaris 2024,"Rs: 10,700,000",,2026-02-11 | Kelaniya Find Out More,red,Brand New,999,Petrol,Toyota,0,Yaris,2024,999,2025,Automatic,Car(Hatchback)
Toyota Corolla 2003,"Rs: 6,200,000",km Find,"2026-02-11 | Ja-Ela 231,000",white,Used,1500,Petrol,Toyota,231000,Corolla,2003,1500,2003,Automatic,Car(Saloon)
KIA Rio 2001,"Rs: 2,250,000",km Find,"2026-02-11 | Narahenpita (Colombo 05) 155,000",silver,Used,1500,Petrol,KIA,155000,Rio,2001,1500,2004,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Wagon R 2018,"Rs: 6,375,000",km Find,"2026-02-11 | Katunayake 90,000",white,Reconditioned,650,Petrol,Suzuki,90000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Suzuki Maruti 2006,"Rs: 2,085,000",km Find,"2026-02-11 | Nugegoda 120,000",other,Used,800,Petrol,Suzuki,120000,Maruti,2006,800,2006,Manual,Car(Liftback)
Toyota Vitz 2019,"Rs: 8,650,000",km Find,"2026-02-11 | Sainthamaruthu 81,700",white,Used,1000,Petrol,Toyota,81700,Vitz,2019,1000,2019,Automatic,Car(Hatchback)
Suzuki Wagon R 2015,"Rs: 5,375,000",km Find,"2026-02-11 | Matara 80,000",blue,Reconditioned,650,Petrol,Suzuki,80000,Wagon R,2015,650,2016,Automatic,Car(Hatchback)
Suzuki Swift 2009,"Rs: 5,500,000",km Find,"2026-02-11 | Maharagama 132,500",other,Used,1300,Petrol,Suzuki,132500,Swift,2009,1300,2012,Automatic,Car(Liftback)
Toyota Corolla 2007,"Rs: 6,500,000",km Find,"2026-02-10 | Rajagiriya 200,000",gray,Brand New,1600,Petrol,Toyota,200000,Corolla,2007,1600,Ref:,Automatic,Car(Saloon)
Toyota Corolla 2008,"Rs: 7,350,000",km Find,"2026-02-10 | Kandy 110,000",white,Used,1600,Petrol,Toyota,110000,Corolla,2008,1600,2008,Automatic,Car(Saloon)
Toyota Vitz 2016,"Rs: 7,700,000",km Find,"2026-02-10 | Mawanella 21,500",black,Used,1000,Petrol,Toyota,21500,Vitz,2016,1000,2019,Automatic,Car(Hatchback)
Suzuki Wagon R 2024,"Rs: 7,290,000",km Find,"2026-02-10 | Ambalangoda 8,000",black,Brand New,650,Petrol,Suzuki,8000,Wagon R,2024,650,Ref:,Automatic,Car()
Honda Insight 2009,"Rs: 6,850,000",km Find,"2026-02-10 | Embilipitiya 104,045",blue,Reconditioned,1333,Hybrid,Honda,104045,Insight,2009,1333,2011,Automatic,Car(Saloon)
Mercedes Benz E Class 2015,"Rs: 18,300,000",km Find,"2026-02-10 | Ratmalana 120,000",silver,Used,2143,Diesel,Mercedes Benz,120000,E Class,2015,2143,2016,Automatic,Car(Saloon)
Daihatsu Taft 2024,"Rs: 8,050,000",km Find,2026-02-10 | Homagama 0,green,Brand New,660,Petrol,Daihatsu,00,Taft,2024,660,Ref:,Automatic,Car(Hatchback)
Geely Panda 2013,"Rs: 3,290,000",km Find,"2026-02-10 | Panadura 53,000",white,Used,1200,Petrol,Geely,53000,Panda,2013,1200,2013,Manual,Car(Hatchback)
Nissan Roox 2024,"Rs: 9,100,000",,2026-02-10 | Dehiwala Find Out More,red,Brand New,1200,Petrol,Nissan,0,Roox,2024,1200,Ref:,Automatic,Car()
Suzuki Alto 2024,"Rs: 6,200,000",km Find,"2026-02-10 | Nittambuwa 1,200",gray,Reconditioned,650,Hybrid,Suzuki,1200,Alto,2024,650,2026,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,500,000",km Find,"2026-02-10 | Batticaloa 68,000",blue,Used,800,Petrol,Suzuki,68000,Alto,2015,800,2015,Manual,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2024,"Rs: 6,200,000",km Find,"2026-02-10 | Nittambuwa 1,200",gray,Brand New,650,Hybrid,Suzuki,1200,Alto,2024,650,Ref:,Automatic,Car(Hatchback)
Toyota Corolla 1994,"Rs: 2,300,000",km Find,"2026-02-10 | Embilipitiya 182,000",white,Used,1970,Diesel,Toyota,182000,Corolla,1994,1970,1997,Manual,Car(Saloon)
Toyota Axio 2007,"Rs: 7,250,000",km Find,"2026-02-10 | Anuradhapura 220,000",silver,Used,1500,Petrol,Toyota,220000,Axio,2007,1500,2010,Automatic,Car(Sedan)
Toyota Corolla 2000,"Rs: 3,450,000",km Find,"2026-02-10 | Nuwara Eliya 97,000",silver,Used,1295,Petrol,Toyota,97000,Corolla,2000,1295,2004,Automatic,Car(Sedan)
Nissan Tiida 2008,"Rs: 5,000,000",km Find,"2026-02-10 | Boralesgamuwa 181,000",silver,Used,1500,Petrol,Nissan,181000,Tiida,2008,1500,2011,Automatic,Car(Hatchback)
Renault KWID 2018,"Rs: 3,800,000",km Find,"2026-02-10 | Ja-Ela 89,000",red,Used,800,Petrol,Renault,89000,KWID,2018,800,2019,Manual,Car(Hatchback)
Suzuki Swift 2017,"Rs: 7,700,000",km Find,"2026-02-10 | Kalutara 76,000",silver,Used,1000,Petrol,Suzuki,76000,Swift,2017,1000,2017,Automatic,Car(Hatchback)
Toyota Corolla 2004,"Rs: 6,275,000",km Find,"2026-02-10 | Kadawatha 125,000",white,Used,1500,Petrol,Toyota,125000,Corolla,2004,1500,2007,Automatic,Car(Saloon)
Suzuki Wagon R 2018,"Rs: 6,375,000",km Find,"2026-02-10 | Madurankuliya 115,000",white,Used,650,Petrol,Suzuki,115000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Wigo 2017,"Rs: 6,290,000",km Find,"2026-02-10 | Kohuwala 42,000",other,Used,1000,Petrol,Toyota,42000,Wigo,2017,1000,2017,Automatic,Car(Hatchback)
Suzuki Alto 2011,"Rs: 3,600,000",km Find,"2026-02-10 | Ambalangoda 60,231",white,Used,1000,Petrol,Suzuki,60231,Alto,2011,1000,2011,Manual,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,775,000",km Find,"2026-02-10 | Kadawatha 50,000",black,Used,800,Petrol,Suzuki,50000,Alto,2015,800,2015,Manual,Car(Hatchback)
Suzuki Swift 2011,"Rs: 4,200,000",km Find,"2026-02-10 | Borella (Colombo 08) 143,000",silver,Used,1200,Petrol,Suzuki,143000,Swift,2011,1200,2011,Manual,Car(Saloon)
Toyota Axio 2015,"Rs: 9,900,000",km Find,"2026-02-10 | Mount Lavinia 186,000",brown,Used,1500,Hybrid,Toyota,186000,Axio,2015,1500,2015,Automatic,Car(Saloon)
Suzuki Wagon R 2018,"Rs: 6,650,000",km Find,"2026-02-10 | Kandy 88,000",white,Used,650,Petrol,Suzuki,88000,Wagon R,2018,650,2018,Automatic,Car(Station wagon)
Honda Fit 2015,"Rs: 8,975,000",km Find,2026-02-10 | Moratuwa 123,blue,Used,123,Hybrid,Honda,123,Fit,2015,123,2021,Automatic,Car(Saloon)
Suzuki Swift 2003,"Rs: 4,500,000",km Find,"2026-02-10 | Ganemulla 125,250",silver,Used,1300,Petrol,Suzuki,125250,Swift,2003,1300,2006,Automatic,Car(Hatchback)
Suzuki Maruti 2007,"Rs: 2,150,000",km Find,"2026-02-10 | Homagama 92,000",blue,Used,800,Petrol,Suzuki,92000,Maruti,2007,800,2007,Manual,Car(Liftback)
Suzuki Celerio 2015,"Rs: 4,625,000",km Find,"2026-02-10 | Nugegoda 73,428",beige,Used,998,Petrol,Suzuki,73428,Celerio,2015,998,2015,Manual,Car(Liftback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
