Raw_Title,Raw_Price,Raw_Mileage,Raw_Metadata,Colour,Condition,Engine/Motor Capacity,Fuel Type,Manufacturer,Mileage,Model,Model Year,Power,Register Year,Transmission,Vehicle Type
Toyota Prius 2010,"Rs: 8,600,000",km Find,"2026-01-30 | Rajagiriya 216,000",white,Used,1900,Hybrid,Toyota,216000,Prius,2010,1900,2011,Automatic,Car(Saloon)
Suzuki Alto 2015,"Rs: 3,725,000",km Find,"2026-01-30 | Rajagiriya 95,000",red,Used,800,Petrol,Suzuki,95000,Alto,2015,800,2015,Manual,Car(Liftback)
Toyota Premio 2015,"Rs: 12,490,000",km Find,"2026-01-30 | Kohuwala 175,000",maroon,Used,1500,Petrol,Toyota,175000,Premio,2015,1500,2016,Automatic,Car(Saloon)
Audi A6 2013,"Rs: 14,000,000",km Find,"2026-01-30 | Slave Island (Colombo 02) 165,000",black,Used,1968,Diesel,Audi,165000,A6,2013,1968,2014,Automatic,Car(Sedan)
Nissan HP11 2000,"Rs: 3,585,000",km Find,"2026-01-30 | Narahenpita (Colombo 05) 345,000",black,Used,2000,Petrol,Nissan,345000,HP11,2000,2000,2000,Manual,Car(Sedan)
Toyota Aqua 2014,"Rs: 7,650,000",km Find,"2026-01-30 | Galle 148,000",white,Used,1496,Petrol,Toyota,148000,Aqua,2014,1496,2016,Automatic,Car(Hatchback)
Toyota Premio 2019,"Rs: 16,750,000",km Find,"2026-01-30 | Kohuwala 89,000",silver,Used,1500,Petrol,Toyota,89000,Premio,2019,1500,2019,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Wagon R 2025,"Rs: 8,650,000",,2026-01-30 | Kohuwala Find Out More,white,Brand New,660,Petrol,Suzuki,0,Wagon R,2025,660,Ref:,Automatic,Car(Hatchback)
Zotye Z100 2017,"Rs: 3,145,000",km Find,"2026-01-30 | Horana 37,000",red,Used,1000,Petrol,Zotye,37000,Z100,2017,1000,2017,Manual,Car(Hatchback)
Mazda 6 2015,"Rs: 16,000,000",km Find,"2026-01-30 | Negombo 185,000",red,Used,2500,Petrol,Mazda,185000,6,2015,2500,2016,Automatic,Car(Saloon)
Perodua Viva 2013,"Rs: 4,300,000",km Find,"2026-01-30 | Battaramulla 140,000",black,Used,1000,Petrol,Perodua,140000,Viva,2013,1000,2013,Automatic,Car(Hatchback)
Toyota Vitz 2018,"Rs: 7,890,000",km Find,"2026-01-30 | Galle 79,000",maroon,Used,1000,Petrol,Toyota,79000,Vitz,2018,1000,2018,Automatic,Car(Liftback)
Toyota Allion 2016,"Rs: 12,950,000",km Find,"2026-01-30 | Delgoda 108,000",red,Used,1500,Petrol,Toyota,108000,Allion,2016,1500,2017,Automatic,Car()
Toyota Premio 2010,"Rs: 15,700,000",km Find,"2026-01-30 | Akkaraipattu 176,000",white,Used,1500,Petrol,Toyota,176000,Premio,2010,1500,2011,Automatic,Car(Liftback)
Toyota Premio 2019,"Rs: 16,700,000",km Find,"2026-01-30 | Wellawatta (Colombo 06) 113,000",white,Used,1500,Petrol,Toyota,113000,Premio,2019,1500,2019,Automatic,Car(Liftback)
Toyota Premio 2017,"Rs: 13,700,000",km Find,"2026-01-30 | Kurunegala 135,000",red,Used,1500,Petrol,Toyota,135000,Premio,2017,1500,2018,Automatic,Car(Sedan)
Toyota Axio 2015,"Rs: 9,300,000",km Find,"2026-01-30 | Kurunegala 153,000",silver,Used,1500,Petrol,Toyota,153000,Axio,2015,1500,2015,Automatic,Car(Sedan)
Toyota Aqua 2013,"Rs: 7,250,000",km Find,"2026-01-30 | Kohuwala 170,000",blue,Used,1500,Petrol,Toyota,170000,Aqua,2013,1500,2016,Automatic,Car(Hatchback)
Toyota Vitz 2019,"Rs: 8,700,000",km Find,"2026-01-30 | Kohuwala 26,000",red,Used,1000,Petrol,Toyota,26000,Vitz,2019,1000,2019,Automatic,Car(Hatchback)
Suzuki Wagon R 2019,"Rs: 6,995,000",km Find,"2026-01-29 | Ratnapura 60,000",white,Used,650,Hybrid,Suzuki,60000,Wagon R,2019,650,2019,Automatic,Car(Hatchback)
Toyota Vios 2003,"Rs: 7,000,000",,2026-01-29 | Buttala Find Out More,other,Used,1300,Petrol,Toyota,0,Vios,2003,1300,2004,Automatic,Car(Hatchback)
Nissan Sunny 1992,"Rs: 2,250,000",km Find,"2026-01-29 | Yakkala 150,000",other,Used,2000,Diesel,Nissan,150000,Sunny,1992,2000,1995,Manual,Car(Saloon)
Tata Indica 2015,"Rs: 2,700,000",km Find,"2026-01-29 | Batticaloa 112,000",maroon,Used,1200,Petrol,Tata,112000,Indica,2015,1200,2015,Manual,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,850,000",,2026-01-29 | Siyambalewa Find Out More,white,Used,650,Petrol,Suzuki,0,Wagon R,2018,650,2018,Automatic,Car(Liftback)
Suzuki Alto 2015,"Rs: 4,000,000",,2026-01-29 | Godagama Find Out More,black,Used,800,Petrol,Suzuki,0,Alto,2015,800,2015,Manual,Car(Liftback)
Suzuki Baleno 2019,"Rs: 8,350,000",km Find,"2026-01-29 | Biyagama 35,000",white,Used,998,Petrol,Suzuki,35000,Baleno,2019,998,2019,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2015,"Rs: 4,000,000",,2026-01-29 | Angoda Find Out More,red,Used,800,Petrol,Suzuki,0,Alto,2015,800,2015,Manual,Car(Liftback)
Toyota Aqua 2011,"Rs: 6,795,000",km Find,"2026-01-29 | Sri Jayawardenepura Kotte 75,000",silver,Used,1300,Petrol,Toyota,75000,Aqua,2011,1300,2011,Other,Car(Hatchback)
Mazda Axela 2007,"Rs: 6,075,000",km Find,"2026-01-29 | Malabe 149,700",white,Used,2007,Petrol,Mazda,149700,Axela,2007,2007,2007,Automatic,Car(Saloon)
Nissan AD Wagon 1999,"Rs: 3,250,000",km Find,"2026-01-29 | Badulla 100,000",white,Used,1290,Petrol,Nissan,100000,AD Wagon,1999,1290,2005,Automatic,Car()
Suzuki Wagon R 2017,"Rs: 6,300,000",km Find,"2026-01-29 | Piliyandala 35,360",purple,Used,650,Hybrid,Suzuki,35360,Wagon R,2017,650,2018,Automatic,Car(Sedan)
Daihatsu Charade 1990,"Rs: 1,550,000",km Find,"2026-01-29 | Kandy 14,000",white,Used,1000,Petrol,Daihatsu,14000,Charade,1990,1000,1993,Manual,Car(Hatchback)
Suzuki Wagon R 2024,"Rs: 7,500,000",km Find,"2026-01-29 | Anuradhapura 3,000",black,Brand New,650,Petrol,Suzuki,3000,Wagon R,2024,650,Ref:,Automatic,Car(Hatchback)
Honda Accord 1994,"Rs: 2,850,000",,2026-01-29 | Agarapathana Find Out More,blue,Used,2000,Petrol,Honda,0,Accord,1994,2000,1994,Manual,Car(Saloon)
Daihatsu Mira 2025,"Rs: 6,600,000",km Find,"2026-01-29 | Anuradhapura 3,000",silver,Brand New,658,Petrol,Daihatsu,3000,Mira,2025,658,Ref:,Automatic,Car()
Toyota Corolla 1999,"Rs: 3,650,000",km Find,"2026-01-29 | Malabe 350,000",silver,Used,1975,Diesel,Toyota,350000,Corolla,1999,1975,1999,Manual,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2010,"Rs: 3,175,000",km Find,"2026-01-29 | Hali Ela 90,367",blue,Used,800,Petrol,Suzuki,90367,Alto,2010,800,2011,Manual,Car(Hatchback)
Suzuki Swift 2008,"Rs: 4,990,000",km Find,"2026-01-29 | Malabe 130,000",blue,Used,1300,Petrol,Suzuki,130000,Swift,2008,1300,2010,Automatic,Car(Hatchback)
Nissan Dayz 2024,"Rs: 8,390,000",,2026-01-29 | Colombo Fort (Colombo 01) Find Out More,black,Reconditioned,660,Petrol,Nissan,0,Dayz,2024,660,2024,Automatic,Car(Hatchback)
Mitsubishi eK 2025,"Rs: 7,175,000",,2026-01-29 | Colombo Fort (Colombo 01) Find Out More,silver,Brand New,650,Petrol,Mitsubishi,0,eK,2025,650,Ref:,Automatic,Car(Hatchback)
Toyota Premio 2015,"Rs: 12,000,000",km Find,"2026-01-29 | Nugegoda 97,000",black,Used,1490,Petrol,Toyota,97000,Premio,2015,1490,2015,Automatic,Car(Saloon)
Daihatsu Mira 2024,"Rs: 6,400,000",km Find,"2026-01-29 | Colombo Fort (Colombo 01) 6,600",silver,Reconditioned,660,Petrol,Daihatsu,6600,Mira,2024,660,2024,Automatic,Car(Hatchback)
Toyota Axio 2018,"Rs: 12,800,000",km Find,"2026-01-29 | Nittambuwa 145,000",white,Used,1500,Hybrid,Toyota,145000,Axio,2018,1500,2018,Automatic,Car()
Nissan Almera 2025,"Rs: 13,490,000",,2026-01-29 | Colombo Fort (Colombo 01) Find Out More,white,Brand New,1000,Petrol,Nissan,0,Almera,2025,1000,Ref:,Automatic,Car(Saloon)
Toyota Yaris Ativ 2025,"Rs: 16,500,000",,2026-01-29 | Colombo Fort (Colombo 01) Find Out More,white,Brand New,1200,Petrol,Toyota,0,Yaris Ativ,2025,1200,Ref:,Automatic,Car(Saloon)
Suzuki Celerio 2016,"Rs: 4,900,000",km Find,"2026-01-29 | Ratmalana 130,000",red,Used,1000,Petrol,Suzuki,130000,Celerio,2016,1000,2016,Automatic,Car(Liftback)
Suzuki Maruti 2007,"Rs: 2,190,000",km Find,"2026-01-29 | Ratnapura 67,500",blue,Used,800,Petrol,Suzuki,67500,Maruti,2007,800,2007,Manual,Car(Hatchback)
Toyota Premio 2019,"Rs: 15,700,000",km Find,"2026-01-29 | Colombo Fort (Colombo 01) 113,000",white,Used,1500,Petrol,Toyota,113000,Premio,2019,1500,2019,Automatic,Car(Liftback)
Suzuki Wagon R 2016,"Rs: 5,790,000",km Find,"2026-01-29 | Piliyandala 96,000",white,Used,650,Hybrid,Suzuki,96000,Wagon R,2016,650,2016,Automatic,Car()
Subaru Pleo 2023,"Rs: 5,900,000",km Find,"2026-01-29 | Narammala 7,500",red,Reconditioned,658,Petrol,Subaru,7500,Pleo,2023,658,2026,Automatic,Car(Hatchback)
Toyota IST 2003,"Rs: 5,325,000",km Find,"2026-01-29 | Ratnapura 178,000",blue,Used,1300,Petrol,Toyota,178000,IST,2003,1300,2006,Automatic,Car(Hatchback)
Toyota Vitz 2015,"Rs: 6,790,000",km Find,"2026-01-29 | Ja-Ela 116,000",black,Used,1500,Petrol,Toyota,116000,Vitz,2015,1500,2018,Automatic,Car()
Toyota Premio 2014,"Rs: 11,700,000",km Find,"2026-01-29 | Monaragala 106,000",white,Used,1500,Petrol,Toyota,106000,Premio,2014,1500,2014,Automatic,Car(Liftback)
Suzuki Wagon R 2023,"Rs: 7,650,000",km Find,2026-01-29 | Kandy 0,orange,Used,660,Petrol,Suzuki,00000,Wagon R,2023,660,2023,Automatic,Car()
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Perodua Axia 2016,"Rs: 5,600,000",km Find,"2026-01-29 | Katuwawala 71,000",white,Used,1000,Petrol,Perodua,71000,Axia,2016,1000,2016,Automatic,Car(Hatchback)
Nissan Tiida 2007,"Rs: 5,200,000",km Find,"2026-01-29 | Moratuwa 218,000",beige,Used,1500,Petrol,Nissan,218000,Tiida,2007,1500,2008,Automatic,Car(Sedan)
Toyota Passo 2011,"Rs: 4,575,000",km Find,"2026-01-29 | Moratuwa 127,000",black,Used,1300,Petrol,Toyota,127000,Passo,2011,1300,2011,Automatic,Car(Hatchback)
Nissan Sunny 2002,"Rs: 4,580,000",km Find,"2026-01-29 | Minuwangoda 170,000",gray,Used,1500,Petrol,Nissan,170000,Sunny,2002,1500,2005,Automatic,Car(Saloon)
Honda Fit 2014,"Rs: 7,750,000",km Find,"2026-01-29 | Hapugala 180,000",white,Used,1500,Hybrid,Honda,180000,Fit,2014,1500,2015,Automatic,Car(Hatchback)
Toyota Avanza 2011,"Rs: 7,450,000",km Find,"2026-01-29 | Maharagama 121,000",silver,Used,1500,Petrol,Toyota,121000,Avanza,2011,1500,2011,Automatic,Car(Station wagon)
Honda Fit 2014,"Rs: 7,575,000",km Find,"2026-01-29 | Moratuwa 125,000",black,Used,1500,Hybrid,Honda,125000,Fit,2014,1500,2014,Automatic,Car(Liftback)
Toyota Corolla 2003,"Rs: 5,825,000",km Find,"2026-01-29 | Kirindiwela 173,000",silver,Used,1500,Petrol,Toyota,173000,Corolla,2003,1500,2006,Automatic,Car(Saloon)
Toyota Passo 2008,"Rs: 4,725,000",km Find,"2026-01-29 | Pannipitiya 150,000",navy,Used,650,Petrol,Toyota,150000,Passo,2008,650,2011,Automatic,Car(Liftback)
Toyota Premio 2007,"Rs: 9,800,000",km Find,"2026-01-29 | Sri Jayawardenepura Kotte 108,000",maroon,Used,1500,Petrol,Toyota,108000,Premio,2007,1500,2010,Automatic,Car(Saloon)
Nissan Sunny 1998,"Rs: 2,450,000",km Find,"2026-01-29 | Piliyandala 226,800",gray,Used,1950,Diesel,Nissan,226800,Sunny,1998,1950,1998,Manual,Car(Saloon)
Toyota Vitz 2018,"Rs: 8,200,000",km Find,"2026-01-29 | Pannala 61,345",silver,Used,1000,Petrol,Toyota,61345,Vitz,2018,1000,0000,Manual,Car(Sports)
Suzuki Alto 2010,"Rs: 3,275,000",km Find,"2026-01-29 | Pannala 65,110",silver,Used,800,Petrol,Suzuki,65110,Alto,2010,800,0000,Manual,Car(Sports)
Toyota Corolla 1998,"Rs: 4,675,000",km Find,"2026-01-29 | Dekatana 190,000",white,Used,1500,Petrol,Toyota,190000,Corolla,1998,1500,2000,Automatic,Car(Saloon)
Toyota Yaris 2007,"Rs: 6,190,000",km Find,"2026-01-29 | Galle 190,000",black,Used,0000,Petrol,Toyota,190000,Yaris,2007,0000,2007,Manual,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Daihatsu Mira 2024,"Rs: 6,850,000",,2026-01-29 | Sapugaskanda Find Out More,blue,Brand New,660,Petrol,Daihatsu,0,Mira,2024,660,Ref:,Automatic,Car(Hatchback)
Honda Fit 2013,"Rs: 6,450,000",km Find,"2026-01-29 | Pannala 122,000",blue,Used,1330,Petrol,Honda,122000,Fit,2013,1330,0000,Manual,Car(Sports)
Daihatsu Mira 2023,"Rs: 6,790,000",km Find,"2026-01-29 | Sapugaskanda 6,610",black,Brand New,660,Petrol,Daihatsu,6610,Mira,2023,660,Ref:,Automatic,Car(Hatchback)
Micro Panda Cross 2013,"Rs: 3,100,000",,2026-01-29 | Moratuwa Find Out More,black,Used,1300,Petrol,Micro,0,Panda Cross,2013,1300,0000,Manual,Car(Sports)
Toyota Aqua 2013,"Rs: 7,500,000",km Find,"2026-01-29 | Nugegoda 172,000",silver,Used,1490,Hybrid,Toyota,172000,Aqua,2013,1490,2015,Automatic,Car(Liftback)
Honda Civic 2007,"Rs: 5,575,000",km Find,"2026-01-29 | Pitipana Homagama 106,000",silver,Used,1490,Petrol,Honda,106000,Civic,2007,1490,2013,Manual,Car(Hatchback)
Tata Indigo 2015,"Rs: 3,290,000",km Find,"2026-01-29 | Kirillawala 119,000",silver,Used,1200,Petrol,Tata,119000,Indigo,2015,1200,2015,Manual,Car(Hatchback)
Toyota Vitz 2016,"Rs: 6,690,000",km Find,"2026-01-29 | Maharagama 87,900",red,Used,1490,Hybrid,Toyota,87900,Vitz,2016,1490,2019,Automatic,Car(Hatchback)
Suzuki Alto 2017,"Rs: 5,350,000",km Find,"2026-01-28 | Mulleriyawa New Town 115,618",blue,Used,660,Petrol,Suzuki,115618,Alto,2017,660,2017,Automatic,Car(Hatchback)
Suzuki Wagon R 2014,"Rs: 4,100,000",km Find,2026-01-28 | Horana 196,red,Used,1000,Petrol,Suzuki,196,Wagon R,2014,1000,2014,Manual,Car(Hatchback)
Suzuki Celerio 2015,"Rs: 4,750,000",km Find,"2026-01-28 | Moratuwa 60,000",gray,Used,1000,Petrol,Suzuki,60000,Celerio,2015,1000,2015,Automatic,Car(Hatchback)
Honda Grace 2017,"Rs: 9,800,000",km Find,"2026-01-28 | Wellawatta (Colombo 06) 130,000",white,Excellent running condition,1500,Petrol,Honda,130000,Grace,2017,1500,2017,Automatic,Car(Hatchback)
Toyota Aqua 2013,"Rs: 6,700,000",km Find,"2026-01-28 | Kottawa 1,330,000",black,Used,1500,Hybrid,Toyota,1330000,Aqua,2013,1500,2013,Automatic,Car(Hatchback)
Toyota Yaris 2022,"Rs: 8,900,000",km Find,"2026-01-28 | Ibbagamuwa 53,000",white,Used,1300,Petrol,Toyota,53000,Yaris,2022,1300,2022,Automatic,Car(Hatchback)
Suzuki Wagon R 2015,"Rs: 5,750,000",km Find,"2026-01-28 | Gampola 145,000",black,Used,1000,Petrol,Suzuki,145000,Wagon R,2015,1000,0000,Automatic,Car(Hatchback)
Nissan Presea 1995,"Rs: 2,340,000",km Find,"2026-01-28 | Katugastota 150,000",black,Used,1500,Petrol,Nissan,150000,Presea,1995,1500,1999,Manual,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Vitz 2005,"Rs: 5,100,000",km Find,2026-01-28 | Gampola 0,blue,Used,1000,Hybrid,Toyota,00000,Vitz,2005,1000,2011,Automatic,Car(Hatchback)
Toyota Axio 2008,"Rs: 7,850,000",km Find,"2026-01-28 | Matugama 154,000",white,Used,1800,Petrol,Toyota,154000,Axio,2008,1800,2010,Automatic,Car(Saloon)
Toyota Premio 2017,"Rs: 15,500,000",km Find,"2026-01-28 | Kohuwala 80,915",black,Reconditioned,1500,Petrol,Toyota,80915,Premio,2017,1500,2018,Automatic,Car(Saloon)
Toyota Roomy 2017,"Rs: 8,200,000",km Find,"2026-01-28 | Kolonnawa 59,000",orange,Used,1000,Petrol,Toyota,59000,Roomy,2017,1000,2019,Automatic,Car(Liftback)
Suzuki Wagon R 2025,"Rs: 9,950,000",,2026-01-28 | Moratuwa Find Out More,white,Brand New,660,Petrol,Suzuki,0,Wagon R,2025,660,Ref:,Automatic,Car(Station wagon)
Suzuki Wagon R 2017,"Rs: 6,390,000",km Find,"2026-01-28 | Sooriyawewa Town 114,000",other,Used,0000,Petrol,Suzuki,114000,Wagon R,2017,0000,2017,Automatic,Car(Hatchback)
Nissan Pulsar 2004,"Rs: 3,550,000",,2026-01-28 | Pannala Find Out More,white,Used,1500,Petrol,Nissan,0,Pulsar,2004,1500,0000,Manual,Car(Sports)
Mitsubishi Lancer 1988,"Rs: 1,250,000",,2026-01-28 | Pannala Find Out More,white,Used,1470,Petrol,Mitsubishi,0,Lancer,1988,1470,1990,Manual,Car()
Suzuki Swift 2011,"Rs: 4,250,000",km Find,"2026-01-28 | Nugegoda 69,800",gray,Used,1200,Petrol,Suzuki,69800,Swift,2011,1200,2011,Manual,Car(Liftback)
Toyota Corolla 2000,"Rs: 5,650,000",km Find,"2026-01-28 | Kottawa 200,000",blue,Used,1500,Petrol,Toyota,200000,Corolla,2000,1500,2004,Automatic,Car(Saloon)
Toyota Corolla 2004,"Rs: 5,280,000",km Find,"2026-01-28 | Anuradhapura 195,000",white,Used,1500,Petrol,Toyota,195000,Corolla,2004,1500,2004,Automatic,Car(Saloon)
Toyota Prius 2014,"Rs: 10,500,000",km Find,"2026-01-28 | Kandy 175,000",black,Used,1799,Hybrid,Toyota,175000,Prius,2014,1799,2014,Automatic,Car(Hatchback)
Toyota Corolla 2000,"Rs: 5,300,000",km Find,"2026-01-28 | Piliyandala 192,000",white,Used,1500,Petrol,Toyota,192000,Corolla,2000,1500,2000,Automatic,Car(Saloon)
Toyota Corolla 1990,"Rs: 1,650,000",km Find,"2026-01-28 | Kandy 294,000",white,Used,1390,Petrol,Toyota,294000,Corolla,1990,1390,1993,Manual,Car(Saloon)
Micro Panda 2018,"Rs: 4,300,000",km Find,"2026-01-28 | Nugegoda 75,000",white,Used,1300,Petrol,Micro,75000,Panda,2018,1300,2018,Other,Car(Liftback)
Daihatsu Charade 2000,"Rs: 3,350,000",km Find,"2026-01-28 | Rajagiriya 75,000",blue,Used,1300,Petrol,Daihatsu,75000,Charade,2000,1300,2000,Other,Car(Liftback)
Toyota Corolla 2001,"Rs: 5,350,000",km Find,"2026-01-28 | Ratnapura 219,386",black,Used,1500,Petrol,Toyota,219386,Corolla,2001,1500,2005,Automatic,Car(Saloon)
Toyota Prius 2010,"Rs: 8,600,000",km Find,"2026-01-28 | Rajagiriya 100,000",blue,Used,1200,Petrol,Toyota,100000,Prius,2010,1200,2011,Other,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Honda Fit 2015,"Rs: 7,800,000",km Find,"2026-01-28 | Rajagiriya 113,000",black,Used,1500,Hybrid,Honda,113000,Fit,2015,1500,2016,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,600,000",km Find,"2026-01-28 | Kotte 64,000",maroon,Used,800,Petrol,Suzuki,64000,Wagon R,2018,800,2018,Automatic,Car(Liftback)
Toyota Vitz 2000,"Rs: 4,300,000",km Find,"2026-01-28 | Kochchikade 200,000",black,Used,990,Petrol,Toyota,200000,Vitz,2000,990,2003,Automatic,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 5,800,000",km Find,"2026-01-28 | Boralesgamuwa 87,000",black,Used,1500,Hybrid,Suzuki,87000,Wagon R,2017,1500,2017,Automatic,Car(Liftback)
Suzuki Wagon R 2018,"Rs: 6,400,000",km Find,"2026-01-28 | Boralesgamuwa 75,000",red,Used,650,Hybrid,Suzuki,75000,Wagon R,2018,650,2018,Automatic,Car(Liftback)
Hyundai Eon 2015,"Rs: 3,670,000",km Find,"2026-01-28 | Hingurakgoda 75,000",gray,Used,1200,Petrol,Hyundai,75000,Eon,2015,1200,2015,Automatic,Car(Liftback)
Nissan Dayz 2024,"Rs: 7,300,000",km Find,"2026-01-28 | Kottawa 6,600",other,Brand New,660,Petrol,Nissan,6600,Dayz,2024,660,Ref:,Automatic,Car(Hatchback)
Audi A3 2023,"Rs: 18,500,000",km Find,"2026-01-28 | Kiribathgoda 19,500",blue,Reconditioned,1000,Petrol,Audi,19500,A3,2023,1000,0000,Automatic,Car(Saloon)
Suzuki Wagon R 2015,"Rs: 6,050,000",km Find,"2026-01-28 | Kandy 113,000",maroon,Used,0000,Petrol,Suzuki,113000,Wagon R,2015,0000,2017,Automatic,Car(Hatchback)
Daihatsu Mira 2023,"Rs: 6,350,000",km Find,"2026-01-28 | Kottawa 6,600",white,Brand New,660,Petrol,Daihatsu,6600,Mira,2023,660,Ref:,Automatic,Car(Hatchback)
Nissan Roox 2023,"Rs: 7,790,000",km Find,"2026-01-28 | Kottawa 48,500",white,Brand New,660,Hybrid,Nissan,48500,Roox,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Corolla 2002,"Rs: 3,850,000",km Find,"2026-01-28 | Monaragala 123,456",gray,Used,1500,Petrol,Toyota,123456,Corolla,2002,1500,2005,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Honda N BOX 2023,"Rs: 7,650,000",km Find,"2026-01-28 | Kottawa 6,600",black,Reconditioned,660,Petrol,Honda,6600,N BOX,2023,660,2026,Automatic,Car(Hatchback)
Nissan Roox 2023,"Rs: 7,700,000",km Find,"2026-01-28 | Kottawa 6,600",white,Brand New,660,Petrol,Nissan,6600,Roox,2023,660,Ref:,Automatic,Car(Hatchback)
Nissan FB 15 1994,"Rs: 2,500,000",km Find,"2026-01-28 | Anuradhapura 123,456",gray,Used,1500,Petrol,Nissan,123456,FB 15,1994,1500,1998,Automatic,Car(Sedan)
Toyota Prius 2011,"Rs: 8,590,000",km Find,"2026-01-28 | Dehiwala 134,500",silver,Used,1790,Hybrid,Toyota,134500,Prius,2011,1790,2013,Automatic,Car(Sedan)
